Domain,Problem,SPC,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0,v6.2.0,v6.1.0,v6.0.0,v5.5.0,v5.4.0,v5.3.0,v5.2.0,v5.1.0,v5.0.0,v4.1.0,v4.0.1,v4.0.0,v3.7.0,v3.5.0,v3.4.0,v3.3.0,v3.2.0,v3.1.0,v2.7.0,v2.6.0,v2.5.0,v2.4.0,v2.3.0.,v2.3.0,v2.2.1,v2.2.0,v2.1.0,v2.0.0,.0
COM,COM003+1.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
COM,COM003+2.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,,,,
COM,COM003+3.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
COM,COM003-1.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
COM,COM003-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
COM,COM003_1.p,TF0_THM_NEQ_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,1.00,,,,,,,,,,,,,,,,,,,,
COM,COM003_10.p,TF0_SAT_NEQ_NAR,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM004-1.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
COM,COM005-1.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,,,,,,,,,,
COM,COM006-1.p,CNF_UNS_RFO_NEQ_NHN,0.33,0.33,0.33,0.33,0.33,0.62,0.62,0.62,0.62,0.62,0.62,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00,,,,,,,,,,
COM,COM007+1.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
COM,COM007+2.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
COM,COM008+1.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.58,0.67,,,,,,,,,,,,
COM,COM008+2.p,FOF_THM_RFO_SEQ,0.40,0.40,0.40,0.40,0.40,0.40,0.41,0.41,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.58,0.58,0.67,,,,,,,,,,,,
COM,COM009-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.18,0.25,0.43,,,,,,,,,,,,
COM,COM009-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
COM,COM010-1.p,CNF_UNS_RFO_SEQ_NHN,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.27,0.27,0.27,0.50,0.60,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.71,0.71,0.71,,,,,,,,,,,,
COM,COM010-2.p,CNF_UNS_RFO_PEQ_UEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.07,0.07,,,,,,,,,,,,
COM,COM011-1.p,CNF_UNS_RFO_SEQ_NHN,0.47,0.47,0.47,0.47,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.64,0.67,0.79,,,,,,,,,,,,
COM,COM011-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
COM,COM012+1.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.39,,,,,,,,,,,,,,,,,
COM,COM012+3.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.22,0.48,,,,,,,,,,,,,,,,,
COM,COM013+1.p,FOF_THM_RFO_SEQ,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.24,0.38,0.48,0.61,,,,,,,,,,,,,,,,,
COM,COM013+4.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.21,0.30,0.65,,,,,,,,,,,,,,,,,
COM,COM014+1.p,FOF_CSA_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.25,0.25,0.43,0.50,0.50,0.50,0.57,0.80,1.00,,,,,,,,,,,,,,,,,
COM,COM014+4.p,FOF_CSA_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.25,0.25,0.43,0.50,0.50,0.50,0.57,0.80,1.00,,,,,,,,,,,,,,,,,
COM,COM015+1.p,FOF_THM_RFO_SEQ,0.89,0.89,0.89,0.89,0.90,0.90,0.90,0.90,0.91,0.92,0.92,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0.96,1.00,,,,,,,,,,,,,,,,,
COM,COM015+4.p,FOF_THM_RFO_SEQ,0.83,0.83,0.83,0.83,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.92,0.96,1.00,,,,,,,,,,,,,,,,,
COM,COM016+1.p,FOF_THM_RFO_SEQ,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.24,0.29,0.35,0.57,,,,,,,,,,,,,,,,,
COM,COM016+4.p,FOF_THM_RFO_SEQ,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.07,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.21,0.21,0.26,0.61,,,,,,,,,,,,,,,,,
COM,COM017+1.p,FOF_THM_RFO_SEQ,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.12,0.12,0.12,0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.24,0.33,0.39,0.70,,,,,,,,,,,,,,,,,
COM,COM017+4.p,FOF_THM_RFO_SEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.50,0.61,0.78,,,,,,,,,,,,,,,,,
COM,COM018+1.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.19,0.21,0.26,0.57,,,,,,,,,,,,,,,,,
COM,COM018+4.p,FOF_THM_RFO_SEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.24,0.25,0.30,0.65,,,,,,,,,,,,,,,,,
COM,COM019+1.p,FOF_THM_RFO_SEQ,0.44,0.44,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.50,0.50,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.62,0.71,0.83,0.87,,,,,,,,,,,,,,,,,
COM,COM019+4.p,FOF_THM_RFO_SEQ,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.38,0.42,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.57,0.62,0.65,0.78,,,,,,,,,,,,,,,,,
COM,COM020+1.p,FOF_THM_RFO_SEQ,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.17,0.23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.46,0.52,0.74,,,,,,,,,,,,,,,,,
COM,COM020+4.p,FOF_THM_RFO_SEQ,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.40,0.45,0.45,0.45,0.45,0.45,0.45,0.52,0.54,0.57,0.70,,,,,,,,,,,,,,,,,
COM,COM021+1.p,FOF_THM_RFO_SEQ,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.33,0.38,0.43,0.65,,,,,,,,,,,,,,,,,
COM,COM021+4.p,FOF_THM_RFO_SEQ,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15,0.19,0.21,0.26,0.52,,,,,,,,,,,,,,,,,
COM,COM022+1.p,FOF_THM_RFO_SEQ,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.16,0.17,0.17,0.25,0.25,0.25,0.25,0.38,0.38,0.43,0.57,,,,,,,,,,,,,,,,,
COM,COM022+4.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.16,0.16,0.22,0.22,0.30,0.30,0.30,0.30,0.38,0.46,0.48,0.65,,,,,,,,,,,,,,,,,
COM,COM023+1.p,FOF_THM_RFO_SEQ,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.24,0.33,0.43,0.78,,,,,,,,,,,,,,,,,
COM,COM023+4.p,FOF_THM_RFO_SEQ,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.13,0.13,0.19,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.33,0.42,0.48,0.74,,,,,,,,,,,,,,,,,
COM,COM024^5.p,TH0_THM_EQU_NAR,0.43,0.43,0.43,0.43,0.43,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,,,,,,,,,,,,,,,,,
COM,COM025_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM026_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM027_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM028_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM029_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM030_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM031_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM032_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM033_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM034_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM035_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM036_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM037_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM038_5.p,TF1_THM_EQU_NAR,0.33,0.33,0.50,0.50,0.50,0.50,0.67,0.67,0.67,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM039_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM040_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM041_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM042_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM043_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM044_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM045_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM046_5.p,TF1_THM_EQU_NAR,0.33,0.33,0.33,0.33,0.50,0.50,0.67,0.67,0.67,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM047_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.25,0.25,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM048_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM049_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM050_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM051_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM052_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM053_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM054_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM055_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM056_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM057_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM058_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM059_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM060_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM061_5.p,TF1_THM_EQU_NAR,0.67,0.67,0.67,0.67,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM062_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM063_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM064_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM065_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM066_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM067_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM068_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM069_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM070_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM071_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM072_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM073_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM074_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM075_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM076_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM077_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM078_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM079_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM080_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM081_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM082_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM083_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM084_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM085_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM086_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM087_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM088_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM089_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM090_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM091_5.p,TF1_THM_EQU_NAR,0.67,0.67,0.67,0.67,0.67,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM092_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM093_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM094_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM095_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM096_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM097_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM098_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM099_5.p,TF1_THM_EQU_NAR,0.33,0.33,0.33,0.33,0.33,0.75,0.75,0.75,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM100_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM101_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM102_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM103_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM104_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM105_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM106_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM107_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM108_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM109_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM110_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM111_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM112_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM113_5.p,TF1_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM114_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM115_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,COM116_5.p,TF1_UNK_EQU_NAR,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
